listing_datetime,unit_price,quantity,listings
"2019-03-03 00:04:30 UTC",111,70282,1118
"2019-03-02 23:29:59 UTC",111,70160,1117
"2019-03-02 22:34:08 UTC",112,70166,1118
"2019-03-02 21:44:33 UTC",112,70110,1118
"2019-03-02 20:47:02 UTC",112,70252,1118
"2019-03-02 20:14:27 UTC",112,70343,1119
"2019-03-02 18:57:11 UTC",116,70839,1121
"2019-03-02 18:23:46 UTC",117,70968,1122
"2019-03-02 17:34:13 UTC",117,71190,1123
"2019-03-02 16:42:12 UTC",117,71247,1123
"2019-03-02 15:47:55 UTC",116,71197,1122
"2019-03-02 15:14:34 UTC",116,71298,1122
"2019-03-02 13:59:44 UTC",113,71120,1121
"2019-03-02 13:25:48 UTC",114,71248,1122
"2019-03-02 12:32:56 UTC",115,71843,1126
"2019-03-02 11:40:45 UTC",115,71913,1125
"2019-03-02 10:47:08 UTC",118,72261,1127
"2019-03-02 10:14:46 UTC",121,72580,1129
"2019-03-02 09:06:38 UTC",123,72216,1129
"2019-03-02 08:32:46 UTC",123,72382,1129
"2019-03-02 07:36:30 UTC",123,72589,1130
"2019-03-02 06:44:35 UTC",123,72598,1130
"2019-03-02 05:45:50 UTC",123,72667,1130
"2019-03-02 05:13:09 UTC",124,72930,1132
"2019-03-02 03:57:15 UTC",122,71721,1126
"2019-03-02 03:22:08 UTC",122,71756,1126
"2019-03-02 02:25:38 UTC",122,72352,1129
"2019-03-02 01:32:01 UTC",122,72558,1129
"2019-03-02 00:37:57 UTC",121,72779,1130
"2019-03-02 00:05:34 UTC",121,72815,1130
"2019-03-01 22:47:10 UTC",122,72976,1131
"2019-03-01 22:14:12 UTC",121,72900,1130
"2019-03-01 21:21:04 UTC",120,72647,1129
"2019-03-01 20:30:50 UTC",120,72652,1129
"2019-03-01 19:31:07 UTC",125,72967,1131
"2019-03-01 18:59:42 UTC",125,73012,1131
"2019-03-01 17:45:09 UTC",120,73066,1131
"2019-03-01 17:09:55 UTC",122,74089,1135
"2019-03-01 16:18:20 UTC",122,73897,1134
"2019-03-01 15:24:57 UTC",120,73221,1131
"2019-03-01 14:31:23 UTC",119,70771,1121
"2019-03-01 13:59:09 UTC",118,70638,1120
"2019-03-01 12:43:04 UTC",119,70856,1122
"2019-03-01 12:10:16 UTC",119,71118,1123
"2019-03-01 11:18:27 UTC",120,71363,1125
"2019-03-01 10:27:17 UTC",120,71548,1125
"2019-03-01 09:32:53 UTC",121,71623,1126
"2019-03-01 09:01:41 UTC",120,71606,1125
"2019-03-01 07:52:07 UTC",119,71231,1123
"2019-03-01 07:17:52 UTC",118,70797,1121
"2019-03-01 06:22:54 UTC",119,71038,1122
"2019-03-01 05:31:00 UTC",121,72031,1127
