listing_datetime,unit_price,quantity,listings
"2019-03-03 00:04:25 UTC",7,3273,21
"2019-03-02 23:29:59 UTC",8,3379,23
"2019-03-02 22:34:03 UTC",9,3558,24
"2019-03-02 21:44:33 UTC",8,3398,23
"2019-03-02 20:46:56 UTC",8,3458,23
"2019-03-02 20:14:27 UTC",7,3375,22
"2019-03-02 18:57:05 UTC",7,3442,22
"2019-03-02 18:23:46 UTC",7,3702,23
"2019-03-02 17:34:03 UTC",7,3763,23
"2019-03-02 16:42:11 UTC",7,3801,23
"2019-03-02 15:47:45 UTC",5,2370,17
"2019-03-02 15:14:28 UTC",5,2375,17
"2019-03-02 13:59:39 UTC",5,2447,17
"2019-03-02 13:25:47 UTC",5,2450,17
"2019-03-02 12:32:45 UTC",5,2464,17
"2019-03-02 11:40:45 UTC",5,2469,17
"2019-03-02 10:47:02 UTC",6,2903,20
"2019-03-02 10:14:46 UTC",6,2922,20
"2019-03-02 09:06:28 UTC",6,2982,20
"2019-03-02 08:32:40 UTC",6,3039,20
"2019-03-02 07:36:24 UTC",6,3111,20
"2019-03-02 06:44:30 UTC",6,3243,21
"2019-03-02 05:45:40 UTC",6,3249,21
"2019-03-02 05:13:03 UTC",6,3259,21
"2019-03-02 03:57:04 UTC",6,3291,21
"2019-03-02 03:22:03 UTC",6,3300,21
"2019-03-02 02:25:28 UTC",5,2613,18
"2019-03-02 01:32:01 UTC",5,2634,18
"2019-03-02 00:37:51 UTC",5,2788,18
"2019-03-02 00:05:34 UTC",5,2832,19
"2019-03-01 22:47:05 UTC",5,3032,19
"2019-03-01 22:14:06 UTC",5,3049,20
"2019-03-01 21:20:59 UTC",5,3274,20
"2019-03-01 20:30:44 UTC",5,3286,20
"2019-03-01 19:31:00 UTC",5,3320,21
"2019-03-01 18:59:37 UTC",5,3343,21
"2019-03-01 17:44:58 UTC",5,3449,21
"2019-03-01 17:09:50 UTC",5,3771,22
"2019-03-01 16:18:09 UTC",5,3788,22
"2019-03-01 15:24:57 UTC",5,3926,23
"2019-03-01 14:31:18 UTC",5,3951,23
"2019-03-01 13:59:09 UTC",5,3970,23
"2019-03-01 12:42:56 UTC",5,4544,26
"2019-03-01 12:10:16 UTC",5,4589,26
"2019-03-01 11:18:21 UTC",6,4642,27
"2019-03-01 10:27:12 UTC",6,4774,27
"2019-03-01 09:32:48 UTC",6,4842,27
"2019-03-01 09:01:41 UTC",6,4852,27
"2019-03-01 07:51:56 UTC",6,4875,28
"2019-03-01 07:17:51 UTC",6,4895,28
"2019-03-01 06:22:43 UTC",6,5157,29
"2019-03-01 05:31:00 UTC",6,5368,29
"2019-03-01 04:37:30 UTC",5,4832,27
"2019-03-01 04:05:13 UTC",5,4840,27
"2019-03-01 02:50:09 UTC",6,4933,28
"2019-03-01 02:16:13 UTC",7,5190,29
"2019-03-01 01:24:26 UTC",7,5485,31
"2019-03-01 00:33:28 UTC",7,5498,31
"2019-02-28 23:39:06 UTC",7,5631,31
"2019-02-28 23:07:48 UTC",7,5632,31
"2019-02-28 21:50:56 UTC",7,5534,30
"2019-02-28 21:15:35 UTC",6,5036,28
"2019-02-28 20:15:48 UTC",6,5149,29
"2019-02-28 19:22:30 UTC",6,5195,29
"2019-02-28 18:24:25 UTC",6,5444,30
"2019-02-28 17:50:29 UTC",6,5445,30
"2019-02-28 16:32:01 UTC",5,4988,27
"2019-02-28 15:56:38 UTC",5,5008,27
"2019-02-28 15:04:41 UTC",6,5998,31
"2019-02-28 14:13:36 UTC",5,5031,27
"2019-02-28 13:16:32 UTC",10,5273,29
"2019-02-28 12:43:52 UTC",10,5294,29
"2019-02-28 11:26:57 UTC",11,5473,30
"2019-02-28 10:54:10 UTC",11,5475,30
"2019-02-28 09:58:44 UTC",11,5559,30
"2019-02-28 09:05:57 UTC",11,5815,31
"2019-02-28 08:04:51 UTC",11,5829,31
"2019-02-28 07:33:43 UTC",12,5863,32
"2019-02-28 06:28:34 UTC",12,5900,32
"2019-02-28 05:54:12 UTC",12,5912,32
"2019-02-28 05:02:10 UTC",12,6451,34
"2019-02-28 04:10:07 UTC",12,6456,34
"2019-02-28 03:14:02 UTC",10,5773,31
"2019-02-28 02:41:37 UTC",10,5779,31
"2019-02-28 01:23:56 UTC",6,5592,30
"2019-02-28 00:49:46 UTC",6,5610,30
"2019-02-27 23:55:21 UTC",6,5693,31
"2019-02-27 23:04:04 UTC",6,5794,31
"2019-02-27 22:11:46 UTC",6,6117,32
"2019-02-27 21:38:10 UTC",6,6132,32
"2019-02-27 20:21:53 UTC",5,5199,28
"2019-02-27 19:47:22 UTC",5,5342,29
"2019-02-27 18:50:21 UTC",5,5359,29
"2019-02-27 17:55:48 UTC",6,5894,32
"2019-02-27 17:00:36 UTC",6,5920,32
"2019-02-27 16:28:28 UTC",6,5960,32
"2019-02-27 15:15:42 UTC",6,5982,32
"2019-02-27 14:41:31 UTC",6,5996,32
"2019-02-27 13:50:50 UTC",6,6024,32
"2019-02-27 13:00:45 UTC",6,6042,32
"2019-02-27 12:00:57 UTC",6,6068,32
"2019-02-27 11:27:02 UTC",6,6080,32
"2019-02-27 10:12:47 UTC",6,6359,34
"2019-02-27 09:37:28 UTC",6,6395,34
"2019-02-27 08:39:27 UTC",6,6445,34
"2019-02-27 07:47:35 UTC",6,6474,34
"2019-02-27 06:51:50 UTC",6,6571,34
"2019-02-27 06:18:25 UTC",6,6606,35
"2019-02-27 05:12:56 UTC",6,6632,35
"2019-02-27 04:41:01 UTC",6,6642,35
"2019-02-27 03:46:50 UTC",6,6816,35
"2019-02-27 02:54:08 UTC",6,6821,35
"2019-02-27 01:57:10 UTC",5,5845,31
"2019-02-27 01:27:14 UTC",5,5865,31
"2019-02-27 00:10:33 UTC",5,6368,33
"2019-02-26 23:36:01 UTC",5,6369,33
"2019-02-26 22:40:53 UTC",5,6461,33
"2019-02-26 21:51:04 UTC",6,6624,34
"2019-02-26 20:56:06 UTC",6,6661,34
"2019-02-26 20:23:52 UTC",6,6677,34
"2019-02-26 19:10:05 UTC",6,6817,35
"2019-02-26 18:35:58 UTC",6,7101,36
"2019-02-26 17:43:30 UTC",6,7225,36
"2019-02-26 16:52:38 UTC",6,7117,36
"2019-02-26 15:57:06 UTC",5,6537,33
"2019-02-26 15:24:56 UTC",5,6542,33
"2019-02-26 14:07:29 UTC",5,6570,34
"2019-02-26 13:36:10 UTC",5,6585,34
"2019-02-26 12:46:01 UTC",5,6600,34
"2019-02-26 11:52:27 UTC",5,6662,34
"2019-02-26 10:59:02 UTC",5,6767,34
"2019-02-26 10:25:47 UTC",5,6790,34
"2019-02-26 09:11:53 UTC",5,7050,36
"2019-02-26 08:37:38 UTC",5,7060,36
"2019-02-26 07:45:17 UTC",5,7094,36
"2019-02-26 06:51:52 UTC",5,7118,36
"2019-02-26 05:58:04 UTC",5,7172,36
"2019-02-26 05:25:52 UTC",5,7209,36
"2019-02-26 04:15:45 UTC",6,7332,37
"2019-02-26 03:40:16 UTC",6,7347,37
"2019-02-26 02:42:47 UTC",6,7401,37
"2019-02-26 01:49:59 UTC",6,7459,37
"2019-02-26 00:52:53 UTC",5,7503,37
"2019-02-26 00:19:42 UTC",5,7780,38
"2019-02-25 23:03:14 UTC",5,7813,39
"2019-02-25 22:28:56 UTC",5,7860,39
"2019-02-25 21:33:30 UTC",5,7702,38
"2019-02-25 20:40:36 UTC",5,7794,38
"2019-02-25 19:50:02 UTC",5,7804,38
"2019-02-25 19:19:00 UTC",5,7920,39
"2019-02-25 18:01:36 UTC",5,8463,41
"2019-02-25 17:27:57 UTC",6,8503,42
"2019-02-25 16:33:54 UTC",6,8534,42
"2019-02-25 15:42:19 UTC",6,8632,42
"2019-02-25 14:42:35 UTC",6,8665,42
"2019-02-25 14:10:48 UTC",8,8927,44
"2019-02-25 12:55:38 UTC",8,8999,44
"2019-02-25 12:20:33 UTC",8,9005,44
"2019-02-25 11:28:44 UTC",8,9288,45
"2019-02-25 10:37:55 UTC",8,9291,45
"2019-02-25 09:44:09 UTC",8,9583,46
"2019-02-25 09:11:51 UTC",8,9846,47
"2019-02-25 07:57:00 UTC",8,9872,47
"2019-02-25 07:24:11 UTC",8,9878,47
"2019-02-25 06:32:26 UTC",8,9954,48
"2019-02-25 05:41:54 UTC",8,10064,48
"2019-02-25 04:41:06 UTC",8,10100,48
"2019-02-25 04:10:04 UTC",8,10112,48
"2019-02-25 03:03:40 UTC",8,10143,49
"2019-02-25 02:29:16 UTC",6,8901,43
"2019-02-25 01:31:30 UTC",6,8950,43
"2019-02-25 00:38:13 UTC",6,8988,43
"2019-02-24 23:45:26 UTC",6,9147,44
"2019-02-24 23:12:07 UTC",6,9159,44
"2019-02-24 21:57:35 UTC",7,9185,45
"2019-02-24 21:23:42 UTC",7,9225,45
"2019-02-24 20:33:03 UTC",6,9251,45
"2019-02-24 19:40:58 UTC",6,9585,46
"2019-02-24 18:47:52 UTC",5,8528,41
"2019-02-24 18:16:44 UTC",5,8889,43
"2019-02-24 17:02:23 UTC",5,8970,43
"2019-02-24 16:27:56 UTC",6,9016,44
"2019-02-24 15:31:03 UTC",6,9415,45
"2019-02-24 14:37:00 UTC",5,9053,43
"2019-02-24 13:38:44 UTC",5,9101,44
"2019-02-24 13:06:30 UTC",5,9125,44
"2019-02-24 11:50:15 UTC",5,9437,45
"2019-02-24 11:14:55 UTC",5,9702,46
"2019-02-24 10:23:59 UTC",5,9838,46
"2019-02-24 09:34:16 UTC",6,10021,48
"2019-02-24 08:33:20 UTC",6,10076,48
"2019-02-24 08:02:00 UTC",6,10296,49
"2019-02-24 06:46:07 UTC",6,10607,50
"2019-02-24 06:12:44 UTC",6,10626,50
"2019-02-24 05:16:08 UTC",6,10776,51
"2019-02-24 04:26:17 UTC",6,10785,51
"2019-02-24 03:25:18 UTC",6,10886,51
"2019-02-24 02:54:16 UTC",6,10975,52
"2019-02-24 01:50:17 UTC",5,9895,47
"2019-02-24 01:16:19 UTC",5,9976,47
"2019-02-24 00:24:18 UTC",5,10356,48
"2019-02-23 23:34:10 UTC",5,10505,48
"2019-02-23 22:36:45 UTC",5,10577,49
"2019-02-23 22:04:32 UTC",5,10588,49
"2019-02-23 20:47:34 UTC",6,10728,50
"2019-02-23 20:16:13 UTC",6,10793,50
"2019-02-23 19:22:20 UTC",7,10919,51
"2019-02-23 18:30:28 UTC",7,10951,51
"2019-02-23 17:35:33 UTC",7,10989,51
"2019-02-23 17:02:25 UTC",7,11006,51
"2019-02-23 15:47:29 UTC",5,10672,49
"2019-02-23 15:13:40 UTC",5,10714,49
"2019-02-23 14:20:47 UTC",5,10893,50
"2019-02-23 13:28:55 UTC",5,11116,51
"2019-02-23 12:35:36 UTC",5,11375,52
"2019-02-23 12:03:10 UTC",5,11402,52
"2019-02-23 10:48:39 UTC",5,11502,52
"2019-02-23 10:14:40 UTC",5,11881,54
"2019-02-23 09:22:09 UTC",5,11982,54
"2019-02-23 08:30:29 UTC",5,12031,54
"2019-02-23 07:32:33 UTC",5,12058,54
"2019-02-23 07:00:24 UTC",5,12205,55
"2019-02-23 05:45:01 UTC",5,12818,57
"2019-02-23 05:09:43 UTC",5,13163,59
"2019-02-23 04:13:14 UTC",5,13813,61
"2019-02-23 03:20:04 UTC",5,13983,62
"2019-02-23 02:26:39 UTC",6,14387,65
"2019-02-23 01:53:27 UTC",6,14431,65
"2019-02-23 00:47:43 UTC",6,14564,65
