listing_datetime,unit_price,quantity,listings
"2019-03-03 00:05:37 UTC",920,1221,171
"2019-03-02 23:30:16 UTC",920,1221,171
"2019-03-02 22:35:12 UTC",920,1221,171
"2019-03-02 21:44:54 UTC",920,1221,171
"2019-03-02 20:48:00 UTC",920,1221,171
"2019-03-02 20:14:43 UTC",920,1221,171
"2019-03-02 18:58:13 UTC",920,1221,171
"2019-03-02 18:24:02 UTC",920,1221,171
"2019-03-02 17:35:10 UTC",920,1226,171
"2019-03-02 16:42:35 UTC",918,1277,173
"2019-03-02 15:48:51 UTC",918,1277,173
"2019-03-02 15:14:49 UTC",918,1277,173
"2019-03-02 14:00:45 UTC",918,1277,173
"2019-03-02 13:26:10 UTC",918,1277,173
"2019-03-02 12:33:54 UTC",918,1277,173
"2019-03-02 11:41:05 UTC",918,1277,173
"2019-03-02 10:48:04 UTC",918,1277,173
"2019-03-02 10:15:06 UTC",918,1277,173
"2019-03-02 09:07:34 UTC",918,1277,173
"2019-03-02 08:33:03 UTC",918,1277,173
"2019-03-02 07:37:27 UTC",918,1277,173
"2019-03-02 06:44:51 UTC",918,1277,173
"2019-03-02 05:46:47 UTC",918,1277,173
"2019-03-02 05:13:26 UTC",918,1277,173
"2019-03-02 03:58:14 UTC",918,1277,173
"2019-03-02 03:22:23 UTC",918,1277,173
"2019-03-02 02:26:42 UTC",918,1277,173
"2019-03-02 01:32:23 UTC",918,1277,173
"2019-03-02 00:38:53 UTC",918,1277,173
"2019-03-02 00:05:52 UTC",918,1277,173
"2019-03-01 22:48:13 UTC",917,1309,175
"2019-03-01 22:14:29 UTC",917,1309,175
"2019-03-01 21:22:01 UTC",917,1309,175
"2019-03-01 20:31:11 UTC",917,1309,175
"2019-03-01 19:32:05 UTC",917,1309,175
"2019-03-01 19:00:04 UTC",917,1309,175
"2019-03-01 17:46:06 UTC",917,1309,175
"2019-03-01 17:10:12 UTC",917,1309,175
"2019-03-01 16:19:19 UTC",917,1309,175
"2019-03-01 15:25:17 UTC",917,1309,175
"2019-03-01 14:32:20 UTC",917,1309,175
"2019-03-01 13:59:26 UTC",917,1309,175
"2019-03-01 12:44:05 UTC",917,1309,175
"2019-03-01 12:10:32 UTC",917,1309,175
"2019-03-01 11:19:23 UTC",917,1309,175
"2019-03-01 10:27:38 UTC",917,1309,175
"2019-03-01 09:33:54 UTC",917,1284,174
"2019-03-01 09:01:57 UTC",917,1284,174
"2019-03-01 07:53:03 UTC",917,1284,174
"2019-03-01 07:18:13 UTC",917,1284,174
"2019-03-01 06:23:51 UTC",917,1284,174
"2019-03-01 05:31:23 UTC",917,1284,174
"2019-03-01 04:38:32 UTC",917,1284,174
"2019-03-01 04:05:36 UTC",917,1284,174
"2019-03-01 02:51:20 UTC",917,1284,174
"2019-03-01 02:16:29 UTC",916,1307,175
"2019-03-01 01:25:28 UTC",916,1328,175
"2019-03-01 00:33:49 UTC",916,1328,175
"2019-02-28 23:40:11 UTC",916,1328,175
"2019-02-28 23:08:11 UTC",916,1328,175
"2019-02-28 21:52:05 UTC",916,1328,175
"2019-02-28 21:15:57 UTC",916,1328,175
"2019-02-28 20:16:56 UTC",916,1328,175
"2019-02-28 19:22:51 UTC",916,1328,175
"2019-02-28 18:25:39 UTC",916,1328,175
"2019-02-28 17:50:51 UTC",916,1328,175
"2019-02-28 16:33:13 UTC",916,1328,175
"2019-02-28 15:56:59 UTC",916,1328,175
"2019-02-28 15:05:47 UTC",917,1292,174
"2019-02-28 14:14:02 UTC",917,1292,174
"2019-02-28 13:17:34 UTC",917,1292,174
"2019-02-28 12:44:10 UTC",917,1292,174
"2019-02-28 11:28:06 UTC",918,1282,173
"2019-02-28 10:54:32 UTC",918,1282,173
"2019-02-28 09:59:47 UTC",918,1282,173
"2019-02-28 09:06:18 UTC",918,1282,173
"2019-02-28 08:06:01 UTC",918,1282,173
"2019-02-28 07:34:04 UTC",918,1282,173
"2019-02-28 06:29:42 UTC",918,1282,173
"2019-02-28 05:54:29 UTC",918,1282,173
"2019-02-28 05:03:13 UTC",918,1282,173
"2019-02-28 04:10:28 UTC",918,1282,173
"2019-02-28 03:15:04 UTC",918,1282,173
"2019-02-28 02:41:53 UTC",918,1282,173
"2019-02-28 01:25:03 UTC",918,1282,173
"2019-02-28 00:50:03 UTC",918,1282,173
"2019-02-27 23:56:30 UTC",918,1282,173
"2019-02-27 23:04:30 UTC",918,1282,173
"2019-02-27 22:12:54 UTC",918,1282,173
"2019-02-27 21:38:31 UTC",918,1282,173
"2019-02-27 20:23:04 UTC",918,1282,173
"2019-02-27 19:47:43 UTC",917,1286,174
"2019-02-27 18:51:30 UTC",917,1286,174
"2019-02-27 17:56:10 UTC",917,1286,174
"2019-02-27 17:01:38 UTC",917,1286,174
"2019-02-27 16:28:49 UTC",917,1286,174
"2019-02-27 15:16:52 UTC",917,1286,174
"2019-02-27 14:41:49 UTC",917,1286,174
"2019-02-27 13:51:52 UTC",917,1286,174
"2019-02-27 13:01:08 UTC",917,1286,174
"2019-02-27 12:02:13 UTC",917,1286,174
"2019-02-27 11:27:22 UTC",917,1286,174
"2019-02-27 10:13:53 UTC",917,1286,174
"2019-02-27 09:37:51 UTC",918,1285,173
"2019-02-27 08:40:34 UTC",918,1285,173
"2019-02-27 07:47:58 UTC",918,1285,173
"2019-02-27 06:53:05 UTC",918,1285,173
"2019-02-27 06:18:50 UTC",918,1284,172
"2019-02-27 05:14:02 UTC",918,1284,172
"2019-02-27 04:41:25 UTC",918,1284,172
"2019-02-27 03:47:59 UTC",918,1284,172
"2019-02-27 02:54:40 UTC",919,1254,171
"2019-02-27 01:58:13 UTC",919,1254,171
"2019-02-27 01:27:41 UTC",919,1254,171
"2019-02-27 00:11:48 UTC",919,1254,171
"2019-02-26 23:36:24 UTC",919,1236,171
"2019-02-26 22:41:55 UTC",919,1248,171
"2019-02-26 21:51:25 UTC",919,1248,171
"2019-02-26 20:57:09 UTC",919,1248,171
"2019-02-26 20:24:14 UTC",919,1248,171
