listing_datetime,unit_price,quantity,listings
"2019-03-03 00:04:30 UTC",72,204897,915
"2019-03-02 23:30:00 UTC",72,205330,917
"2019-03-02 22:34:08 UTC",73,205431,918
"2019-03-02 21:44:33 UTC",72,205337,917
"2019-03-02 20:47:02 UTC",75,205785,920
"2019-03-02 20:14:27 UTC",74,205684,919
"2019-03-02 18:57:11 UTC",74,205727,919
"2019-03-02 18:23:46 UTC",75,205973,920
"2019-03-02 17:34:13 UTC",74,205747,919
"2019-03-02 16:42:20 UTC",73,205596,918
"2019-03-02 15:47:55 UTC",72,205375,917
"2019-03-02 15:14:34 UTC",72,205410,917
"2019-03-02 13:59:49 UTC",73,205630,918
"2019-03-02 13:25:48 UTC",73,205647,918
"2019-03-02 12:32:56 UTC",72,205632,918
"2019-03-02 11:40:45 UTC",72,205685,918
"2019-03-02 10:47:08 UTC",74,205802,920
"2019-03-02 10:14:46 UTC",74,205844,920
"2019-03-02 09:06:38 UTC",74,205861,920
"2019-03-02 08:32:46 UTC",74,205896,920
"2019-03-02 07:36:30 UTC",74,205903,920
"2019-03-02 06:44:35 UTC",74,205922,920
"2019-03-02 05:45:50 UTC",74,205927,920
"2019-03-02 05:13:09 UTC",74,205931,920
"2019-03-02 03:57:15 UTC",74,205997,921
"2019-03-02 03:22:08 UTC",74,205997,921
"2019-03-02 02:25:39 UTC",74,206043,921
"2019-03-02 01:32:07 UTC",75,206287,922
"2019-03-02 00:37:57 UTC",75,206368,922
"2019-03-02 00:05:34 UTC",75,206368,922
"2019-03-01 22:47:10 UTC",76,206504,925
"2019-03-01 22:14:12 UTC",76,206570,925
"2019-03-01 21:21:05 UTC",76,206709,926
"2019-03-01 20:30:50 UTC",76,206715,926
"2019-03-01 19:31:07 UTC",76,206721,926
"2019-03-01 18:59:43 UTC",76,206721,926
"2019-03-01 17:45:09 UTC",76,206734,926
"2019-03-01 17:09:55 UTC",77,207112,928
"2019-03-01 16:18:20 UTC",77,207130,928
"2019-03-01 15:24:57 UTC",77,207234,928
"2019-03-01 14:31:23 UTC",76,206747,926
"2019-03-01 13:59:09 UTC",76,206760,926
"2019-03-01 12:43:04 UTC",76,206798,926
"2019-03-01 12:10:16 UTC",76,206879,927
"2019-03-01 11:18:27 UTC",76,207036,928
"2019-03-01 10:27:18 UTC",76,207048,928
"2019-03-01 09:32:53 UTC",76,207048,928
"2019-03-01 09:01:41 UTC",76,207048,928
"2019-03-01 07:52:07 UTC",76,207048,928
"2019-03-01 07:17:57 UTC",78,207056,929
"2019-03-01 06:22:54 UTC",78,207059,929
"2019-03-01 05:31:00 UTC",100,207059,929
"2019-03-01 04:37:40 UTC",76,207058,928
"2019-03-01 04:05:18 UTC",76,207059,928
"2019-03-01 02:50:15 UTC",76,207163,928
"2019-03-01 02:16:14 UTC",76,206916,927
"2019-03-01 01:24:36 UTC",76,206933,927
"2019-03-01 00:33:28 UTC",76,206938,927
"2019-02-28 23:39:12 UTC",76,207101,928
"2019-02-28 23:07:54 UTC",76,207102,928
"2019-02-28 21:51:07 UTC",76,206955,927
"2019-02-28 21:15:41 UTC",76,206998,927
"2019-02-28 20:15:58 UTC",77,207150,928
"2019-02-28 19:22:35 UTC",77,207155,928
"2019-02-28 18:24:42 UTC",77,207215,928
"2019-02-28 17:50:34 UTC",77,207220,928
"2019-02-28 16:32:12 UTC",77,207492,929
"2019-02-28 15:56:43 UTC",77,207564,929
"2019-02-28 15:04:46 UTC",77,207571,929
"2019-02-28 14:13:42 UTC",77,207583,929
"2019-02-28 13:16:38 UTC",77,208155,932
"2019-02-28 12:43:52 UTC",77,208160,932
"2019-02-28 11:27:10 UTC",77,208221,932
"2019-02-28 10:54:15 UTC",77,208221,932
"2019-02-28 09:58:49 UTC",77,208244,932
"2019-02-28 09:06:03 UTC",77,208249,932
"2019-02-28 08:05:03 UTC",77,208273,932
"2019-02-28 07:33:48 UTC",77,208283,932
"2019-02-28 06:28:40 UTC",77,208297,932
"2019-02-28 05:54:13 UTC",77,208380,933
"2019-02-28 05:02:20 UTC",77,208416,933
"2019-02-28 04:10:08 UTC",77,208416,933
"2019-02-28 03:14:07 UTC",77,208422,933
"2019-02-28 02:41:37 UTC",77,208425,933
"2019-02-28 01:24:02 UTC",77,208458,933
"2019-02-28 00:49:46 UTC",77,208460,933
"2019-02-27 23:55:29 UTC",77,208582,933
"2019-02-27 23:04:09 UTC",77,208593,933
"2019-02-27 22:11:57 UTC",76,207121,927
"2019-02-27 21:38:15 UTC",76,207187,928
"2019-02-27 20:22:04 UTC",76,207372,928
"2019-02-27 19:47:27 UTC",78,207616,930
"2019-02-27 18:50:31 UTC",78,206632,926
"2019-02-27 17:55:49 UTC",78,206909,927
"2019-02-27 17:00:41 UTC",78,207180,928
"2019-02-27 16:28:33 UTC",77,206436,925
"2019-02-27 15:15:50 UTC",77,206459,925
"2019-02-27 14:41:31 UTC",77,206459,925
"2019-02-27 13:50:56 UTC",77,206471,925
"2019-02-27 13:00:51 UTC",75,206430,924
"2019-02-27 11:27:07 UTC",75,206430,924
"2019-02-27 10:12:56 UTC",75,206436,924
"2019-02-27 09:37:36 UTC",76,206454,925
"2019-02-27 08:39:37 UTC",76,206465,925
"2019-02-27 07:47:42 UTC",76,206470,925
"2019-02-27 06:52:07 UTC",76,206535,925
"2019-02-27 06:18:35 UTC",75,206449,924
"2019-02-27 05:13:02 UTC",75,206450,924
"2019-02-27 04:41:07 UTC",75,206450,924
"2019-02-27 03:46:56 UTC",76,206476,925
"2019-02-27 02:54:19 UTC",76,206471,924
"2019-02-27 01:57:15 UTC",76,206906,926
"2019-02-27 01:27:19 UTC",76,206998,926
"2019-02-27 00:10:43 UTC",76,207088,927
"2019-02-26 23:36:07 UTC",76,206848,926
"2019-02-26 22:40:58 UTC",76,206859,926
"2019-02-26 21:51:09 UTC",76,206892,926
"2019-02-26 20:56:19 UTC",77,207110,927
"2019-02-26 20:23:52 UTC",77,207113,927
"2019-02-26 19:10:10 UTC",76,206910,926
"2019-02-26 18:35:58 UTC",76,207004,926
"2019-02-26 17:43:35 UTC",77,207025,927
"2019-02-26 16:52:38 UTC",78,207285,928
"2019-02-26 15:57:12 UTC",76,207028,926
"2019-02-26 15:24:56 UTC",76,207039,926
"2019-02-26 14:07:34 UTC",75,206694,924
"2019-02-26 13:36:16 UTC",75,206725,924
"2019-02-26 12:46:12 UTC",75,206733,924
"2019-02-26 11:52:32 UTC",75,206736,924
"2019-02-26 10:59:12 UTC",76,206928,925
"2019-02-26 10:25:53 UTC",76,206933,925
"2019-02-26 09:11:59 UTC",76,206959,925
"2019-02-26 08:37:38 UTC",76,206967,925
"2019-02-26 07:45:27 UTC",76,206972,925
"2019-02-26 06:51:52 UTC",76,206973,925
"2019-02-26 05:58:10 UTC",76,206994,926
"2019-02-26 05:25:52 UTC",76,207007,926
"2019-02-26 04:15:58 UTC",76,207021,926
"2019-02-26 03:40:22 UTC",76,206813,925
"2019-02-26 02:42:57 UTC",76,206816,925
"2019-02-26 01:50:05 UTC",76,206844,925
"2019-02-26 00:53:03 UTC",76,206926,925
"2019-02-26 00:19:48 UTC",76,206927,925
"2019-02-25 23:03:24 UTC",76,206970,925
"2019-02-25 22:29:01 UTC",75,206736,924
"2019-02-25 21:33:40 UTC",75,206736,924
"2019-02-25 20:40:37 UTC",75,206736,924
"2019-02-25 19:50:08 UTC",75,206769,924
"2019-02-25 19:19:00 UTC",75,206983,925
"2019-02-25 18:01:41 UTC",75,207017,925
"2019-02-25 17:28:04 UTC",75,207022,925
"2019-02-25 16:34:00 UTC",74,206295,922
"2019-02-25 15:42:27 UTC",74,206295,922
"2019-02-25 14:42:45 UTC",74,206295,922
"2019-02-25 14:10:53 UTC",74,206295,922
"2019-02-25 12:55:49 UTC",74,206295,922
"2019-02-25 12:20:39 UTC",74,206295,922
"2019-02-25 11:28:54 UTC",74,206297,922
"2019-02-25 10:37:55 UTC",74,206300,922
"2019-02-25 09:44:14 UTC",74,206313,922
"2019-02-25 09:11:51 UTC",77,206531,924
"2019-02-25 07:57:06 UTC",77,206554,924
"2019-02-25 07:24:11 UTC",77,206554,924
"2019-02-25 06:32:31 UTC",76,206504,923
"2019-02-25 05:41:59 UTC",76,206504,923
"2019-02-25 04:41:12 UTC",76,206543,923
"2019-02-25 04:10:05 UTC",76,206545,923
"2019-02-25 03:03:49 UTC",76,206546,923
"2019-02-25 02:29:21 UTC",76,206550,923
"2019-02-25 01:31:41 UTC",76,206558,923
"2019-02-25 00:38:13 UTC",76,206562,923
"2019-02-24 23:45:36 UTC",77,206835,925
"2019-02-24 23:12:12 UTC",77,206835,925
"2019-02-24 21:57:41 UTC",77,206835,925
"2019-02-24 21:23:42 UTC",77,206835,925
"2019-02-24 20:33:14 UTC",75,206596,924
"2019-02-24 19:40:58 UTC",74,206611,924
"2019-02-24 18:47:58 UTC",73,206420,923
"2019-02-24 18:16:50 UTC",73,206451,923
"2019-02-24 17:02:33 UTC",72,206109,921
"2019-02-24 16:28:02 UTC",72,206262,921
"2019-02-24 15:31:17 UTC",71,203833,911
"2019-02-24 14:37:05 UTC",71,204005,912
"2019-02-24 13:38:55 UTC",71,204042,912
"2019-02-24 13:06:35 UTC",71,204094,912
"2019-02-24 11:50:26 UTC",71,204184,912
"2019-02-24 11:15:06 UTC",71,204220,913
"2019-02-24 10:24:07 UTC",71,204564,914
"2019-02-24 09:34:21 UTC",71,204572,914
"2019-02-24 08:33:26 UTC",71,204630,914
"2019-02-24 08:02:00 UTC",72,204680,915
"2019-02-24 06:46:17 UTC",71,204658,914
"2019-02-24 06:12:50 UTC",71,204658,914
"2019-02-24 05:16:13 UTC",72,204988,916
"2019-02-24 04:26:22 UTC",72,204988,916
"2019-02-24 03:25:28 UTC",72,206784,924
"2019-02-24 02:54:21 UTC",72,206842,924
"2019-02-24 01:50:23 UTC",73,206846,925
"2019-02-24 01:16:19 UTC",73,206878,925
"2019-02-24 00:24:24 UTC",73,206951,925
"2019-02-23 23:34:11 UTC",73,206980,925
"2019-02-23 22:36:50 UTC",74,207110,926
"2019-02-23 22:04:32 UTC",74,207113,926
"2019-02-23 20:47:39 UTC",74,207153,926
"2019-02-23 20:16:13 UTC",74,207227,926
"2019-02-23 19:22:26 UTC",74,207234,926
"2019-02-23 18:30:33 UTC",74,207319,926
"2019-02-23 17:35:43 UTC",74,207327,926
"2019-02-23 17:02:30 UTC",74,207334,926
"2019-02-23 15:47:40 UTC",72,206842,924
"2019-02-23 15:13:40 UTC",73,206524,923
"2019-02-23 14:20:58 UTC",73,206575,923
"2019-02-23 13:28:56 UTC",73,206634,923
"2019-02-23 12:35:42 UTC",73,206743,923
"2019-02-23 12:03:10 UTC",73,206766,923
"2019-02-23 10:48:45 UTC",73,206871,924
