listing_datetime,unit_price,quantity,listings
"2019-03-03 00:05:02 UTC",2,66364,960
"2019-03-02 23:30:10 UTC",2,66364,960
"2019-03-02 22:34:46 UTC",2,66364,960
"2019-03-02 21:44:44 UTC",2,66364,960
"2019-03-02 20:47:34 UTC",2,66261,959
"2019-03-02 20:14:38 UTC",2,66239,958
"2019-03-02 18:57:42 UTC",2,66234,957
"2019-03-02 18:23:56 UTC",2,66193,955
"2019-03-02 17:34:40 UTC",2,66150,953
"2019-03-02 16:42:25 UTC",2,66150,953
"2019-03-02 15:48:21 UTC",2,66150,953
"2019-03-02 15:14:39 UTC",2,66150,953
"2019-03-02 14:00:15 UTC",2,66150,953
"2019-03-02 13:26:00 UTC",2,66150,953
"2019-03-02 12:33:24 UTC",2,66150,953
"2019-03-02 11:40:55 UTC",2,66150,953
"2019-03-02 10:47:39 UTC",2,66122,952
"2019-03-02 10:14:57 UTC",2,66122,952
"2019-03-02 09:07:09 UTC",2,66122,952
"2019-03-02 08:32:52 UTC",2,66122,952
"2019-03-02 07:36:55 UTC",2,66122,952
"2019-03-02 06:44:40 UTC",2,66122,952
"2019-03-02 05:46:17 UTC",2,66122,952
"2019-03-02 05:13:16 UTC",2,66122,952
"2019-03-02 03:57:41 UTC",2,66122,952
"2019-03-02 03:22:13 UTC",2,66122,952
"2019-03-02 02:26:12 UTC",2,66142,952
"2019-03-02 01:32:13 UTC",2,66114,951
"2019-03-02 00:38:28 UTC",2,66110,949
"2019-03-02 00:05:46 UTC",2,66110,949
"2019-03-01 22:47:42 UTC",2,66110,949
"2019-03-01 22:14:23 UTC",2,66110,949
"2019-03-01 21:21:36 UTC",2,66184,949
"2019-03-01 20:31:00 UTC",2,66184,949
"2019-03-01 19:31:35 UTC",2,66184,949
"2019-03-01 18:59:53 UTC",2,66184,949
"2019-03-01 17:45:41 UTC",2,66163,948
"2019-03-01 17:10:02 UTC",2,66148,948
"2019-03-01 16:18:47 UTC",2,66148,948
"2019-03-01 15:25:07 UTC",2,66148,948
"2019-03-01 14:31:55 UTC",2,66148,948
"2019-03-01 13:59:21 UTC",2,66148,948
"2019-03-01 12:43:36 UTC",2,66120,947
"2019-03-01 12:10:26 UTC",2,66120,947
"2019-03-01 11:18:58 UTC",2,66120,947
"2019-03-01 10:27:28 UTC",2,66179,948
"2019-03-01 09:33:29 UTC",2,66179,948
"2019-03-01 09:01:52 UTC",2,66179,948
"2019-03-01 07:52:33 UTC",2,66179,948
"2019-03-01 07:18:02 UTC",2,66179,948
"2019-03-01 06:23:21 UTC",2,66179,948
"2019-03-01 05:31:13 UTC",2,66178,947
"2019-03-01 04:38:06 UTC",2,66137,946
"2019-03-01 04:05:26 UTC",2,66177,946
"2019-03-01 02:50:49 UTC",2,66205,946
"2019-03-01 02:16:24 UTC",2,66205,946
"2019-03-01 01:25:03 UTC",2,66177,945
"2019-03-01 00:33:39 UTC",2,66149,944
"2019-02-28 23:39:38 UTC",2,66144,943
"2019-02-28 23:08:00 UTC",2,66144,943
"2019-02-28 21:51:34 UTC",2,66133,943
"2019-02-28 21:15:47 UTC",2,66133,943
"2019-02-28 20:16:25 UTC",2,66158,945
"2019-02-28 19:22:41 UTC",2,66183,945
"2019-02-28 18:25:09 UTC",2,66155,944
"2019-02-28 17:50:40 UTC",2,66155,944
"2019-02-28 16:32:42 UTC",2,66175,945
"2019-02-28 15:56:49 UTC",2,66175,945
"2019-02-28 15:05:22 UTC",2,66200,947
"2019-02-28 14:13:52 UTC",2,66200,947
"2019-02-28 13:17:09 UTC",2,66200,947
"2019-02-28 12:44:05 UTC",2,66200,947
"2019-02-28 11:27:42 UTC",2,66200,947
"2019-02-28 10:54:22 UTC",2,66200,947
"2019-02-28 09:59:20 UTC",2,66200,947
"2019-02-28 09:06:13 UTC",2,66200,947
"2019-02-28 08:05:31 UTC",2,66200,947
"2019-02-28 07:33:54 UTC",2,66200,947
"2019-02-28 06:29:11 UTC",2,66200,947
"2019-02-28 05:54:23 UTC",2,66200,947
"2019-02-28 05:02:47 UTC",2,66225,947
"2019-02-28 04:10:18 UTC",2,66225,947
"2019-02-28 03:14:40 UTC",2,66251,947
"2019-02-28 02:41:48 UTC",2,66251,947
"2019-02-28 01:24:33 UTC",2,66271,948
"2019-02-28 00:49:57 UTC",2,66266,947
"2019-02-27 23:56:04 UTC",2,66266,947
"2019-02-27 23:04:19 UTC",2,66266,947
"2019-02-27 22:12:24 UTC",2,66233,945
